Contig	A5-S03	A5-S04	KW1-S05	KW1-S08	KW1-S11	KW1-S15	KW1-S21
KW1-S21__k141_5589427	1.8485022	2.2202568	2.7121255	2.258773	1.7911555	1.7574893	3.2156918
KW1-S08__k141_1676355	4.548364	7.5583706	7.5282874	13.001347	9.574021	11.705581	11.978897
KW1-S21__k141_7359016	0.95703125	0.5703125	0.98095703	1.2241211	1.2963867	1.3671875	3.0004883
KW1-S21__k141_7295191	19.898596	31.83573	30.448912	51.132	52.672146	49.08411	45.192936
KW1-S05__k141_4430756	0.98800284	0.6273818	1.6796048	1.1587862	0.5151729	0.88920254	1.0868031
A5-S03__k141_6588272	31.996336	61.448692	69.838745	63.78377	39.331413	50.723038	54.22932
A5-S04__k141_9360269	0.5378244	2.4246273	1.0436223	1.2755383	1.1209277	0.6195472	1.1595803
KW1-S08__k141_9643468	2.5010953	3.7842278	5.146221	6.0898137	3.584885	4.9359255	3.1610076
KW1-S08__k141_4931756	2.8520648	2.911657	3.8787246	5.3831677	5.2634606	4.1353893	4.9743857
KW1-S08__k141_6165448	10.396912	17.1703	15.29882	9.805177	6.557221	10.759764	10.529064
A5-S03__k141_1029805	2.4915059	3.1764479	1.8293437	1.6216216	1.6926641	1.2432432	2.3003862
KW1-S15__k141_627935	0.97119343	0.46090534	1.074074	1.9473251	1.3152263	4.3020577	2.6156378
KW1-S05__k141_2352802	1.2509091	2.3113286	2.6934266	1.0181818	0.97902095	1.486993	1.5639161
KW1-S08__k141_7941589	1.0809717	1.0954309	1.4574898	4.3817234	1.5182186	2.4939272	2.689416
A5-S03__k141_5189005	3.1142397	3.834272	2.2719228	9.913114	9.066774	3.7329042	4.861625
KW1-S21__k141_7694610	0.17423771	0.6876167	0.5227131	1.0416926	0.26135656	0.42999378	2.3322961
A5-S04__k141_7860352	0.9602195	1.9231825	0.82944673	1.7727481	1.9227252	1.780064	1.8564243
A5-S03__k141_5142419	3.8343196	1.1253362	2.8020442	1.2313071	1.38085	1.4981172	1.8009683
KW1-S08__k141_10196945	1.2444445	1.2688888	1.1407408	2.8533332	1.037037	1.6385186	3.2577777
KW1-S05__k141_2584231	1.9291145	6.2390428	4.3349733	2.6471376	3.2517889	3.7410555	4.5677547
KW1-S15__k141_8916096	4.493089	3.8952005	4.9482837	6.416844	5.597889	7.1713243	7.397023
KW1-S05__k141_8210278	0.9314346	2.9915612	2.136076	1.0337553	0.48945147	1.329114	1.1814346
KW1-S11__k141_6893764	10.368036	23.476713	17.072145	17.356165	11.442923	21.631964	15.189041
A5-S04__k141_4121338	3.0209107	5.655426	4.096702	3.1704273	5.405736	2.5248368	3.548227
KW1-S05__k141_9476670	1.8334395	1.7765754	3.420751	1.9219182	1.1063017	1.693189	2.6817315
A5-S04__k141_4131338	3.3425925	7.4279838	4.856996	5.5915637	3.1430042	3.8847737	6.7685184
A5-S04__k141_9608272	18.202887	26.134384	20.411285	21.547245	15.535433	21.488714	21.393702
A5-S03__k141_5952986	5.411236	4.491011	2.7213483	2.6117978	2.5382023	2.8258426	3.2005618
KW1-S05__k141_5174712	1.2731893	1.1480305	1.9949174	2.8907242	2.090216	2.3090851	1.7344346
KW1-S11__k141_5453850	1.401956	2.1466992	1.421516	1.7706602	3.3457212	2.5315404	1.5745721
A5-S04__k141_584677	1.0912749	2.974101	1.3457379	1.3781745	1.3884838	1.9776213	1.6690973
KW1-S21__k141_5009491	1.3405147	2.6762419	1.0891682	2.341113	1.0885698	2.513465	3.0933573
KW1-S15__k141_5754673	0.46719366	0.71936756	0.37470356	2.8316205	2.6782608	4.0387354	2.4063241
KW1-S15__k141_5952322	0	0.25918946	0.3468426	0.96795475	0.65975493	2.1027334	0.92365694
KW1-S21__k141_1107162	4.20191	4.2814918	8.604365	6.302865	3.515689	5.1527967	6.7935424
KW1-S11__k141_1034777	2.667965	0.6144109	1.2726388	2.1996105	4.097371	2.580331	3.2833495
KW1-S05__k141_7775985	0.84863776	1.320888	2.0837538	1.9838547	1.4772956	2.1564076	4.074672
KW1-S11__k141_3293918	1.8498783	2.0034063	1.9868613	2.5270073	4.13382	2.6124089	4.205353
KW1-S15__k141_6060983	12.446742	15.316413	13.888489	14.37333	11.75119	15.402253	15.434313
KW1-S21__k141_2675323	0.47092468	0.75786465	0.71973306	0.80076265	0	0.90753096	1.9837941
KW1-S08__k141_6128016	1.1699164	2.4178274	2.1036212	4.1972146	1.8568245	2.2830083	1.3259053
KW1-S05__k141_3708872	0.55666006	1.0715706	3.4532802	0.09741551	0.6898608	0.11033797	0.13916501
KW1-S11__k141_5534437	7.1932774	6.8382354	10.814601	15.380777	9.994223	11.387605	9.80042
A5-S03__k141_962239	3.7812061	0.7615708	1.7769986	2.0196354	0.5890603	2.5820477	1.615007
A5-S04__k141_9805170	2.5530503	3.0066314	1.7718832	4.9456234	3.249337	2.9708223	4.6883287
KW1-S08__k141_11032516	0.11676397	0.27189323	0.5821518	1.235196	0.11676397	0.4678899	0
A5-S03__k141_6474076	25.641193	42.49534	33.664494	58.948277	45.113235	47.413326	43.61976
A5-S03__k141_4059391	2.9126437	1.8475096	3.2168581	2.3678162	0.6436782	1.862069	2.5003831
KW1-S05__k141_1385391	3.913372	2.9622092	4.076744	2.6831396	1.544186	1.8906977	1.9575582
KW1-S21__k141_9009977	1.3441558	0	0.45454547	1.060606	1.2121212	1.2532468	2.4015152
KW1-S05__k141_7485488	0.7777778	1.3277777	1.75	0.7511111	1.1888889	1.0844444	2.1777778
KW1-S15__k141_1356145	7.383781	16.583847	13.441849	13.911564	8.194226	12.322042	13.971801
A5-S04__k141_4219678	0.26127818	1.218985	0.13157895	0.7838346	0	0.5263158	0.2631579
KW1-S21__k141_522589	1.4463336	1.3676939	1.8528161	1.2646121	1.6317747	1.0600425	1.5329437
KW1-S21__k141_3249793	2.072078	2.750499	1.8330007	3.2517188	2.2625859	3.0884898	4.849634
KW1-S05__k141_5571143	1.6297989	0.5630713	2.6160877	1.309872	0.9177331	1.8537477	2.2129798
KW1-S21__k141_6899157	1.5015322	0.8580184	0.50051075	1.5730337	0.6435138	0.8580184	1.604188
A5-S04__k141_9341495	31.339178	32.407124	25.223562	60.96	53.212055	39.108494	48.613697
KW1-S15__k141_3062605	3.2652085	5.4961333	5.0550156	3.4224482	4.4986377	7.39947	4.9430327
KW1-S05__k141_384968	2.9854887	1.9007683	4.412292	3.552497	1.1423389	0.53606486	1.8738797
KW1-S15__k141_8877240	0.088495575	0.72692794	0.46902654	0.1965866	0.8596713	2.9469028	1.0126423
KW1-S21__k141_10209230	0.7250244	0.31760496	0.7155874	0.6355353	0.7289294	0.66547346	1.4041653
KW1-S08__k141_962834	7.367769	7.5768595	5.119008	32.901653	16.826447	23.88347	17.948761
KW1-S21__k141_3101971	0.7414966	1.0884354	1.4363459	2.0874636	1.7939748	0.95238096	2.9057338
KW1-S11__k141_4304445	0.74225944	1.3941423	0.35146442	1.0468619	2.7313807	0.9079498	1.0543933
KW1-S15__k141_10656500	2.199221	3.7163436	3.0454793	3.8585794	3.4366734	6.1691427	5.2103643
KW1-S21__k141_8154721	1.3017242	1.6551725	0.9127155	2.762931	1.3469827	2.163793	2.8523707
A5-S03__k141_3896812	1.7476538	1.818561	1.4233576	1.4139729	1.6517205	2.4942648	1.6058394
KW1-S08__k141_2818301	0.912	1.0633334	0.39666668	3.2813334	0.43266666	1.782	1.224
A5-S04__k141_3685885	0.14978293	0.95875543	0.32706222	0.20260492	0.9913169	1.0130246	0.6765557
KW1-S11__k141_13376	0.44633368	0.9365923	1.2872831	3.349274	4.121502	2.9748495	3.1002479
KW1-S21__k141_1619945	0.55583334	0.8025	0.39958334	1.3725	0.49625	0.32625	1.5525
A5-S04__k141_8395249	0.560658	3.1823165	1.2350925	1.2474297	1.141878	0.84852636	0.95956135
A5-S03__k141_2009839	1.2470863	0.21756022	0.31546232	1.4141414	0.32634032	0.43512043	0.8236208
KW1-S05__k141_7962793	1.9471903	0.7975626	2.2505078	0.5687204	0.121191606	0.99796885	0.23967502
KW1-S15__k141_8105937	0.8829245	1.5828289	1.7768397	3.3067856	0.9076139	3.2597961	2.1659765
KW1-S11__k141_339265	1.934847	1.4955578	1.3622903	2.1846	2.1085885	1.7966436	2.1461008
KW1-S05__k141_9066322	1.2452539	1.2170343	2.718317	1.1421242	1.4771677	1.3530016	1.8111852
KW1-S08__k141_10516401	3.1242273	4.4664006	3.2971087	9.59003	6.455434	4.3515453	4.5104685
KW1-S21__k141_5752093	0.02671416	0.24933214	0.24933214	0	0.24933214	0	1.3472841
KW1-S08__k141_4420682	1.9183253	5.461908	2.017845	4.8867536	4.323953	2.3061085	2.9320521
KW1-S08__k141_5326604	2.7336924	2.1412327	2.1356473	2.9327748	1.2818671	2.151207	2.5332136
KW1-S21__k141_3035372	0.10241404	0.4930505	0.329188	0.84491587	0.6430139	1.2589612	1.5267009
KW1-S21__k141_4493999	0.6378132	2.2050114	1.4908884	1.2756264	0.94874716	1.4350797	3.5387244
KW1-S21__k141_1363174	1.3829151	2.9014337	1.6726403	0.9498208	2.599761	2.6069295	3.8506572
KW1-S15__k141_5609061	1.6552787	1.9167737	1.3494734	0.90367323	0.4366812	2.2988698	1.4639096
KW1-S21__k141_7482781	1.4893616	0.6769826	0.573501	1.2185687	1.6247582	1.2185687	2.8742747
KW1-S11__k141_5399563	0.61730653	1.1121267	1.4399756	1.023766	2.0993297	1.3857404	1.6051189
KW1-S05__k141_4909406	1.1150861	1.1339859	2.0658116	1.6510293	1.121161	1.5723928	1.0199122
KW1-S11__k141_3793197	13.3679695	19.597076	15.941531	31.064188	23.382269	20.488401	26.59803
KW1-S05__k141_5411122	4.267398	4.4054055	7.8758326	2.4666405	2.5300953	3.2341037	3.6086957
KW1-S08__k141_10544201	0.15659955	0.15659955	0.6263982	2.3736017	0.36465323	0.58277404	0.9395973
KW1-S08__k141_1869296	0.5328971	1.5158124	1.3933115	2.953835	1.0803344	0.83605963	1.6132315
A5-S03__k141_3048995	2.146875	1.1914063	0.71953124	0.21875	0	0.546875	0.5289062
KW1-S05__k141_2301327	0.18592298	0.37184596	1.6640106	0.46480745	0.55776894	0.2994688	0.9296149
KW1-S15__k141_606699	0.42791763	0.16018307	0.80091536	0.4805492	0.8398169	2.104119	0.16018307
KW1-S08__k141_2793903	3.3266034	2.6968858	2.888361	5.0519924	3.3896806	3.5613618	4.1867247
KW1-S21__k141_3259910	2.0891984	4.063934	2.7664347	3.5839133	3.2846093	3.6447537	6.4599123
KW1-S05__k141_9656187	0.6124234	0.6124234	2.592301	0.97987753	0.36745408	0.96850395	1.1023622
KW1-S05__k141_3221760	2.373923	6.0459504	4.1237793	2.8971856	2.5488224	2.4032166	4.1614013
KW1-S05__k141_3813455	2.278044	1.6711409	4.3144774	3.624161	2.7660594	4.57047	2.4717162
KW1-S08__k141_9984500	11.884337	8.008561	11.836494	5.984892	3.2984724	7.0268593	9.639751
A5-S03__k141_3444413	2.4016898	1.2903225	1.0652841	3.2365592	3.0606759	1.8056836	3.4769585
KW1-S11__k141_2721382	2.8040817	5.0501456	5.044898	3.3317785	4.8483963	8.566181	6.0798836
KW1-S08__k141_3222677	5.4763474	3.8404841	4.4136415	3.0319033	1.3861386	1.4741474	3.6182618
KW1-S11__k141_2258748	0.22082019	0.66246057	0.110410094	1.214511	1.4274448	0.33123028	0.22082019
KW1-S21__k141_9657908	0.15819208	0.7355932	0.9491525	0.9491525	0.47457626	1.1073446	2.8474576
KW1-S15__k141_3539988	1.9758667	2.5709634	2.339207	2.330205	1.8689907	2.6931622	2.3313541
KW1-S08__k141_2636726	2.6408882	6.1393566	2.0260336	8.136294	2.5551302	6.634763	3.896631
A5-S03__k141_8704609	4.2197886	1.4456193	1.2069486	0.6344411	1.0332326	0.21148036	1.7190332
KW1-S15__k141_660736	1.6153846	1.5551839	1.5217391	2.4506688	2.5660536	3.5125418	1.9155518
KW1-S21__k141_5803205	0.15350877	0.15350877	0	0	0	0	0.8870614
A5-S04__k141_1302594	6.9523134	11.206812	8.284192	12.8986435	10.232938	10.801897	13.098387
KW1-S15__k141_7759063	4.7241116	5.937356	3.5359244	18.298517	11.780363	12.686653	12.468806
KW1-S21__k141_939118	1.1122881	1.5572034	0.81567794	1.8538135	1.7643008	2.3087924	4.2833686
A5-S04__k141_7862945	12.538977	13.679638	12.235221	27.549263	16.971869	22.787334	18.530548
KW1-S21__k141_853046	0.1557286	0.3114572	0.1557286	1.4938821	2.3325918	1.4538376	2.4783092
KW1-S08__k141_9380196	0.59447986	0.29723993	0.66560507	2.4214437	0.29723993	0.7430998	0.42569003
KW1-S15__k141_814862	2.686663	4.9152775	2.1228478	1.5304728	0.8137469	3.459005	1.4145942
KW1-S21__k141_6621625	0.5882353	0.14705883	0.7331933	0	0.11554622	0	1.2058823
KW1-S15__k141_5713969	2.893426	3.0770345	3.0874603	2.02925	1.8801043	5.050391	2.0469158
KW1-S21__k141_10484192	17.576483	17.669094	17.408949	25.391258	16.881374	20.139439	16.81894
KW1-S11__k141_3932862	0.3131068	0.56634307	0.7686084	1.1779935	1.5428803	1.0388349	1.5250809
A5-S04__k141_1472770	0.3691443	1.5977514	0.259213	0.5246721	0.9618988	0.5246721	0.7820113
KW1-S11__k141_5845255	0.57731956	0	0.28865978	0.32061857	0.58350515	0.72164947	1.2072165
A5-S04__k141_3655569	0.6883971	2.1136363	1.2559808	0.83732057	0.9186603	0.62380385	1.0406698
A5-S04__k141_5915923	3.6220343	5.0902643	4.1093535	3.87892	3.667303	3.9168258	4.301609
KW1-S21__k141_674197	1.2612612	1.553235	1.0761671	2.6683047	0.76044226	0.9172809	4.9168715
KW1-S11__k141_6549849	0.35413152	0.3035413	0.11804385	2.0067453	2.3128161	0.2360877	0.8178752
KW1-S08__k141_2853345	23.213018	49.555126	36.469723	26.731813	50.602104	49.527874	53.092503
KW1-S21__k141_4588381	0	0	0.11400651	0.11400651	0.11400651	0	1.5350163
KW1-S05__k141_1021361	4.1893654	3.3720102	4.7165446	3.7197075	3.2346313	5.416288	3.5425973
KW1-S15__k141_9320314	0.37887597	0.1375969	0.5135659	1.0852714	0.36918604	2.889535	0.5377907
A5-S04__k141_8968161	1.9268686	3.291237	2.6849227	1.136598	1.6755799	2.166237	2.1295104
A5-S04__k141_2779545	0.9797297	3.4129128	1.8873874	2.2642643	2.307808	1.7484984	1.0142642
A5-S04__k141_9751675	0.46885467	1.2444742	0.738781	0.7099799	0.45210984	1.4373745	1.3831213
KW1-S21__k141_3986167	1.7987897	1.1069087	1.221886	2.394352	1.7402924	2.3998992	2.6273322
A5-S04__k141_4240604	0.12974977	6.8980536	0.3243744	0.25949955	0.06487489	0.06487489	0.18396664
KW1-S05__k141_4748614	8.65052	16.1901	13.740193	25.05541	17.346409	31.348417	25.792416
KW1-S15__k141_9302098	0.13847676	0.17111771	0.26805145	0.69238377	0.45400593	1.9268051	1.2215629
A5-S04__k141_139398	0	2.2816594	0.76419216	0.30567685	0.33842796	0	0.3951965
KW1-S11__k141_5985492	0.4892743	0.9972615	0.6750342	0.44728434	2.2044728	0.9995436	0.88224554
KW1-S05__k141_4998320	0.100115076	0.429229	1.9401611	0	0	0	0.16110472
KW1-S11__k141_7135581	0.4906542	0.80490655	1.1997664	1.1255841	2.2774532	2.0917056	1.2885514
KW1-S15__k141_1650280	0.9839827	2.3926406	1.0844156	1.3636364	2.590909	5.0372295	1.9969697
A5-S04__k141_3817767	5.205429	10.944203	5.7779202	4.700248	2.855283	9.80356	8.741741
KW1-S15__k141_8560834	0.94137543	0.5479143	1.2581736	1.9661782	1.7170237	4.8613305	1.977452
KW1-S15__k141_4204376	3.2234216	5.1718087	4.111334	8.686213	13.291226	9.794411	8.631282
KW1-S11__k141_3984885	12.605953	22.007248	14.997224	20.51126	20.395897	18.7025	22.879242
A5-S04__k141_1015356	1.7120525	2.6782653	1.9909228	5.5310135	4.334846	3.0231972	3.9006555
KW1-S08__k141_829953	2.2718759	5.059406	2.0286326	3.8062618	3.6414237	3.8255284	5.721434
KW1-S15__k141_9088965	1.1797134	1.8721058	1.2877618	0.83241457	1.1940463	2.076075	1.997795
KW1-S15__k141_5521139	0.96324575	2.0988991	1.5976563	2.2695313	1.4870384	3.5912642	2.6445313
KW1-S21__k141_10719812	1.7189605	2.105871	2.0615976	2.7131858	1.0779595	1.1549567	2.3888354
KW1-S08__k141_3331841	0.71686745	0.79518074	0.36144578	1.2125646	1.0197935	0.5	0.36144578
KW1-S05__k141_5298294	0.32838154	0.43784207	1.8975762	1.2142298	0.43784207	1.4229867	1.1110243
KW1-S15__k141_2227656	5.123223	5.73642	5.359825	6.147284	5.1308784	8.917973	6.929639
KW1-S08__k141_3050375	6.046395	4.071016	4.6903944	10.588728	6.151327	9.233063	6.629093
KW1-S21__k141_7638716	1.0413744	0.7917251	0.90673214	0.78541374	0.24263674	1.2973351	1.6921458
KW1-S08__k141_6982249	4.4943132	5.852391	5.5288005	8.118258	4.3791122	6.6991563	5.8618073
A5-S03__k141_8702964	1.0291153	0.31354985	0.31354985	0.15677492	0.15677492	0.22172453	0.15677492
KW1-S15__k141_5451432	0.90363634	0.12727273	1.1454545	0.35545453	0.30636364	1.1354545	0.89454544
KW1-S15__k141_1516152	11.911571	13.380396	21.17416	19.006294	8.058753	13.081534	15.606714
KW1-S11__k141_4990854	29.427713	21.138565	17.534224	27.315191	19.191652	29.735893	29.597996
KW1-S05__k141_8719878	0.65907943	1.8401619	3.7253413	3.185129	1.6939808	4.4547296	1.9564997
A5-S04__k141_5184141	0.59212834	2.79995	0.8393081	1.3775382	1.4800702	1.4434695	1.7899222
KW1-S05__k141_6157877	1.009009	1.2612612	3.584985	0.7567568	0.82342345	1.2612612	1.0846847
KW1-S08__k141_965189	0.4671151	0.51121074	0.62780267	2.2458894	0.6756353	0.36621824	1.5762331
KW1-S08__k141_5761104	46.240177	27.3723	51.2667	38.77947	10.823674	23.316797	21.637524
KW1-S11__k141_1312411	0.22672065	0	1.025911	1.6785425	3.5821862	1.5182186	1.1336032
A5-S04__k141_2413882	0.58297414	2.6476293	0.15840517	0.85775864	0.30172414	0.30172414	1.1573275
KW1-S15__k141_550375	1.171179	0.48908296	0.9248908	0.80873364	0.12227074	2.479476	1.3231441
KW1-S08__k141_2278434	1.1872791	1.3194346	0.38515902	0.6155477	2.1116607	1.4402827	0.5392226
KW1-S11__k141_6591532	2.5025163	6.4457226	6.804457	4.807333	7.9468007	7.6161036	6.9489574
KW1-S05__k141_4957486	1.6783355	2.2179656	3.3797886	2.2714663	2.7021136	3.7179656	2.0686922
KW1-S15__k141_6295658	2.46525	2.8069942	2.3333333	4.03143	2.1407702	4.412572	4.0451527
KW1-S05__k141_1974768	0.741908	1.2606474	2.1686542	1.5502555	1.0238501	2.3858602	0.9540034
KW1-S05__k141_9190013	0.800695	3.0789044	3.420278	1.1228536	1.6923549	2.31991	2.203189
KW1-S15__k141_7968405	1.8628756	1.6846709	1.5779765	2.5412705	2.2700646	4.541651	2.7822366
KW1-S05__k141_8682320	0.7950028	2.0670073	2.4020443	1.2385008	2.205565	2.2896082	1.1544577
KW1-S08__k141_3040211	1.7439331	2.2259414	2.3037658	2.320502	0.81087863	1.7548118	1.9715481
A5-S03__k141_6334640	2.379747	0.68002814	1.4085795	1.8706048	0.95288324	2.3720112	1.0829817
KW1-S11__k141_2402310	1.8314056	1.8855126	2.5274456	0.9385415	2.9660852	3.6846697	3.15693
KW1-S15__k141_8188126	0.46250412	0.3700033	0.60125536	1.3848695	0.7400066	3.2180376	0.9712587
KW1-S11__k141_3609300	2.5493999	2.6352725	0.6463527	1.2105263	3.345337	1.3601108	1.3268698
A5-S03__k141_9001997	3.7235367	2.1702988	2.1232877	2.4788294	1.6127024	3.1192403	2.9495642
KW1-S15__k141_3281761	5.985575	10.006271	8.393227	8.632486	6.434619	9.911258	10.113515
A5-S04__k141_426260	0.5761317	2.565432	0.9218107	1.7028806	1.2674897	1.707819	1.2238684
A5-S04__k141_6062997	0.4541768	1.135442	0	0.2270884	0.1135442	0.2270884	0.68126523
KW1-S21__k141_8658198	0.11080332	0.45904234	0.27700832	2.7764146	1.1871785	2.624456	3.3601108
KW1-S08__k141_7982304	1.4399157	0.78706956	1.1806043	2.425158	1.5544624	1.278988	1.8376669
KW1-S08__k141_11296642	0.15092166	0.48387095	0.52880186	1.313364	0.38940093	0.5322581	0.796083
KW1-S05__k141_7805375	1.9956827	2.329196	3.4117646	2.8785753	2.8990827	2.98381	2.3043714
KW1-S08__k141_7962868	1.1648895	1.6743681	1.5671406	4.282978	3.3062797	2.123815	3.7628357
KW1-S15__k141_3334605	1.501026	3.098153	2.3909028	3.865595	3.3136115	4.4158688	4.319083
KW1-S11__k141_4033015	9.86492	11.404234	10.96875	14.714718	8.7661295	13.16633	10.27621
KW1-S05__k141_6493333	0.3773585	0.6289308	1.8068284	0.754717	1.1994609	1.0062894	0.6289308
KW1-S15__k141_1830519	2.3641896	2.2075593	2.331198	2.7351058	2.95836	3.94779	2.778988
KW1-S11__k141_1096703	16.066477	16.893162	14.148149	40.095917	31.431623	26.757835	29.362774
KW1-S08__k141_5809471	9.887925	13.617078	11.743829	20.32555	19.71848	20.834557	19.171448
KW1-S05__k141_6100196	9.919418	3.4501667	6.404726	3.798445	1.5303444	2.2968798	3.4225993
KW1-S15__k141_9822247	1.7921785	1.7718726	2.822512	2.6961644	2.237403	4.147656	2.0335925
KW1-S05__k141_2152663	1.8286767	2.0709243	2.7097533	2.1415412	2.3513458	2.4892027	2.1120663
KW1-S21__k141_8165507	2.4530249	4.4148717	3.8203483	2.4278185	3.1055224	4.08341	4.9033
KW1-S05__k141_4830945	0.61269146	0.74981767	2.218089	1.0182348	0.7520058	0.49088258	0.51057625
KW1-S21__k141_2940957	0.1627907	0.2	0	0.037209302	0.034883723	0.3255814	1.35
A5-S04__k141_5131505	0.6790862	2.5058472	0.70437855	0.68289363	0.57111776	1.3024205	0.77345663
KW1-S15__k141_6393657	0.5882353	0.5882353	1.0294118	1.1764706	0.81512606	2.6544118	1.2846639
KW1-S05__k141_8383293	0.7821229	1.550838	2.860335	0.6256983	1.877095	2.3418994	0.9385475
KW1-S11__k141_5189392	0.93869734	1.072797	0.40229884	1.4750957	2.6015325	1.2068965	0.8045977
A5-S04__k141_2728105	9.153084	7.2248473	6.645694	6.481629	4.226153	3.8955898	6.167864
KW1-S05__k141_2295310	0.16806723	0.75630254	2.1164465	0.9627851	1.5126051	1.8487395	0.99339736
KW1-S11__k141_5384894	0.10574018	0.09592145	0.10574018	1.5664653	3.0083082	1.0574018	1.2560422
KW1-S11__k141_3676229	1.4546795	1.916728	1.5268975	2.7457628	3.7015476	0.7988209	1.128961
KW1-S08__k141_4734142	0.16388644	0.16154522	0.22329529	5.2748027	1.7143693	1.2560725	0.8176763
A5-S04__k141_3519469	2.2658677	4.4442964	3.141367	2.0670218	3.033511	4.0128717	2.2434533
KW1-S21__k141_3590485	1	0.5194013	0.9301552	0.92627496	1.0432372	1.3209535	3.1735034
A5-S03__k141_6153197	19.608995	17.993322	13.385114	19.15436	14.86037	16.591713	18.18421
KW1-S08__k141_5957510	2.0656378	3.566638	1.7271601	7.682671	5.9229302	3.9758978	3.3943985
KW1-S05__k141_2196247	19.165098	12.762712	18.775894	12.64344	6.5285625	14.510358	12.094162
A5-S04__k141_8633602	0.9167281	2.827561	0.7686072	1.0081061	0.024318349	0.9439941	1.916728
KW1-S21__k141_3326956	4.2071342	5.4658275	5.204137	5.1894484	3.2107315	4.4580336	5.792566
A5-S03__k141_1760860	4.4050064	1.2522465	1.2580231	3.4133503	1.1636714	1.7297817	2.275353
KW1-S21__k141_5899502	2.0084405	6.8159165	3.3971062	2.8565114	3.5361736	3.7873795	4.7017684
KW1-S15__k141_3060775	0.007591051	0.004742679	0.034567628	0.000414812	0.010743619	11.0475235	0.003650341
A5-S03__k141_2216920	4.9991336	3.8665512	3.154246	1.4878683	1.058059	2.322357	3.7538996
A5-S03__k141_7477133	6.8155103	6.3093877	8.272653	3.772245	1.6171429	1.7404082	2.5330613
KW1-S08__k141_412892	0.15184382	0	0.8308026	1.456616	1.0357918	0.12255965	1.2147505
KW1-S05__k141_566248	2.160574	3.4568217	3.9454408	1.9618568	3.377983	4.1676784	3.5406952
A5-S04__k141_1295965	0.13275862	2.5215516	0.8448276	0.2413793	0.4827586	0.2724138	0.14827587
KW1-S21__k141_5349661	1.4595745	1.1553191	1.453617	2.891064	2.3531914	2.2459574	3.1517022
KW1-S11__k141_6505504	0.29045644	0.093361	0.38727525	0.6777317	1.8326417	0.8713693	0.0802213
A5-S03__k141_8082861	18.500467	53.17084	43.146263	28.459974	19.247284	27.441893	29.548132
KW1-S15__k141_1290892	0.13930348	0	0.15472637	0.15422885	0.33880597	2.843781	0.2955224
KW1-S08__k141_8943534	7.6433907	7.9063573	7.4694247	11.4512615	13.199193	11.754188	11.932391
A5-S04__k141_7744770	2.7842655	5.6278424	3.9102643	4.341426	4.1287646	5.945913	4.2126613
A5-S03__k141_6159281	4.345775	3.6956973	5.425609	3.5495076	3.9569726	4.8854327	5.340591
KW1-S08__k141_8047346	0.6537692	0.5603736	0.46697798	2.2434957	0.8305537	1.3075384	0.4556371
A5-S03__k141_1231949	2.6480753	1.025923	1.4265515	0.9921445	0.5946583	1.615868	0.97250587
KW1-S08__k141_6277927	0	0.72601557	0.24200518	1.8444252	0	0.724287	0.60501295
A5-S03__k141_7487033	12.037597	17.477161	16.500702	20.459944	14.455025	21.219606	21.158117
A5-S04__k141_9630029	1.3487598	2.752684	1.2569419	0.25916326	0.16993706	0.336542	0.4042947
KW1-S15__k141_10634896	11.319517	21.788563	18.28489	24.402414	11.470619	19.491606	18.973766
KW1-S08__k141_5396647	2.2933915	1.4248366	1.4233842	3.6804647	1.6557734	1.9745824	3.9586058
KW1-S21__k141_5812026	1.4311756	1.2566965	1.6979166	1.2254465	0.58928573	1.8039434	3.3307292
KW1-S15__k141_1494524	1.726969	3.0501194	1.4849643	4.2124104	2.8916469	4.667303	3.6988068
KW1-S15__k141_1655563	0.3286385	0.49295774	0.30868545	0.16431925	0.3286385	1.1889671	0.49295774
A5-S04__k141_8037382	3.2561364	8.882017	7.353442	6.973336	5.8222427	7.844347	7.3069305
A5-S03__k141_1452385	1.352657	0.88969404	1.4653784	0.69243157	0.6763285	0.95652175	1.5144928
KW1-S05__k141_5337605	0	0.1560758	0.9063545	0	0	0	0.1560758
A5-S03__k141_3226182	4.1189666	3.4442556	1.9904827	3.2549286	3.6801496	3.0265126	1.510877
KW1-S05__k141_6001076	0	0.32146958	0.7967853	0.17336395	0	0	0.16073479
A5-S04__k141_674169	1.0968103	2.6496923	0.78343594	2.4359262	1.0128708	1.6950196	2.6228316
KW1-S11__k141_6917070	0.2739726	0.41095892	0.82191783	1.0704501	1.4882584	0.86692756	0.47651663
KW1-S08__k141_646656	0.08227848	0.443038	0	0.9166667	0.6023207	0.13607594	0.14767933
A5-S04__k141_44058	0.9459459	3.4324324	2.0923424	0.6306306	0.5135135	2.03491	1.1396396
A5-S04__k141_6008420	2.1748812	3.881539	1.9033723	2.210549	1.7323822	1.9762213	2.0276697
KW1-S21__k141_825017	3.4041488	4.4450345	3.9519992	8.56158	5.3915224	5.6621904	7.369977
KW1-S15__k141_8154081	6.960653	4.5119963	4.2907867	9.112284	4.6348367	9.185221	4.5110364
A5-S03__k141_7517628	10.544062	10.036657	7.953298	7.2566013	3.9937868	6.566946	8.472817
A5-S03__k141_1757933	2.5890098	2.5752718	3.653692	2.037779	1.3915284	2.2633085	3.4029765
KW1-S21__k141_9293139	2.0502717	1.6565896	2.398947	2.361583	2.32286	3.5341372	3.8462975
